time,voltage,speed,temperature,consumption,generation
Fri Apr 12 20:28:50 2019,93.92134349859076,90.06876065053449,44.45824138821666,-2.4724016242436084,1.0061134964599914
Fri Apr 12 20:28:51 2019,112.20260092510487,56.405962023092755,60.01092983198487,0.41983743705235455,0.6447005026143273
Fri Apr 12 20:28:52 2019,112.60661209766155,130.04946484680084,88.36797537613796,2.443008961760542,0.8454615317481028
Fri Apr 12 20:28:53 2019,82.0675605809232,10.294824231545524,97.2354639686676,0.6763589607917249,0.4969556661954959
Fri Apr 12 20:28:54 2019,81.23121749023005,68.82709227790733,33.724046742431064,-2.7541575313996276,0.7897211580922772
Fri Apr 12 20:28:55 2019,105.63564646035542,149.67320854105037,72.57233825372047,-3.2043358688473225,0.9571198578816565
Fri Apr 12 20:28:56 2019,110.76891736486508,65.31995207043771,22.31677868429131,1.5336151560992333,0.4777918752703536
Fri Apr 12 20:28:57 2019,108.9390023208779,12.023291704830202,77.46188320673481,3.571588948258748,1.1029627250762988
Fri Apr 12 20:28:58 2019,117.97686799928962,49.93025262354674,43.9606153181052,3.1727993357492243,0.04937007978517549
Fri Apr 12 20:28:59 2019,100.89021607798011,149.80025760370532,61.37721726364953,-1.051141712683143,0.7394048488913897
Fri Apr 12 20:29:00 2019,93.33704953160634,68.05661627121218,87.47782086998232,1.9279987234334248,0.9125573498714667
Fri Apr 12 20:29:01 2019,87.55644464891581,60.9479056106044,54.78567745793861,0.9052981670176177,0.8350606360819248
Fri Apr 12 20:29:02 2019,105.6448963137405,124.77551330272472,43.0493804625478,-0.12068536831941223,0.2734558515703894
Fri Apr 12 20:29:03 2019,101.04987588567103,127.26376673487859,74.46237090750185,3.6519958332148628,0.6136734333081282
Fri Apr 12 20:29:04 2019,116.58867040038506,144.50053435962525,39.633252024655945,-2.0007884637906415,0.6977483476160752
Fri Apr 12 20:29:05 2019,119.76038638212107,109.9301084470299,102.86732099751511,1.75737802743261,0.5503228170026367
Fri Apr 12 20:29:06 2019,109.91798725187962,129.86678779266975,116.03525533417627,-2.235025232762869,0.12351410825834809
Fri Apr 12 20:29:07 2019,117.68638564336533,145.94354740721283,116.19951802893763,-1.3752852724505047,0.5872482933750153
Fri Apr 12 20:29:08 2019,95.08393394418256,20.044336736243938,52.93772772419447,0.6950356378981963,0.4728680334285285
Fri Apr 12 20:29:09 2019,81.19974111735205,116.15280682850836,63.71343468890972,2.0319483255569004,0.9040997712603955
Fri Apr 12 20:29:10 2019,98.15339873640224,62.16031715499836,64.67415940038615,-1.0743363019601233,0.7167415853905934
Fri Apr 12 20:32:19 2019,82.07224580253136,73.16947560991753,40.09442910469161,-1.4397313793689435,0.6150413269734043
Fri Apr 12 20:32:20 2019,98.66479803446879,21.5564785648641,110.1269284074541,-0.9523107847468273,0.03588954922475911
Fri Apr 12 20:32:20 2019,96.47869824768411,31.03667530441374,47.75650795477897,-3.1897793545703985,1.1740010463695867
Fri Apr 12 20:32:21 2019,118.95820713033719,146.9952476897932,115.69211537107918,0.8597555337563003,1.0965059527824426
Fri Apr 12 20:32:21 2019,96.40283708977567,97.8672182399576,79.88276449527085,3.038428962514425,0.7743719856946706
Fri Apr 12 20:32:22 2019,116.31524581219114,17.225456270966312,107.87895310790303,0.2934908669925589,0.4688240127842408
Fri Apr 12 20:32:22 2019,81.1867669048472,107.40172341242368,118.85315397864895,3.82648632547743,0.9224385523189566
Fri Apr 12 20:32:23 2019,97.40202333903578,133.6165199922708,61.25205034750075,-2.136083702015635,0.914890058636358
Fri Apr 12 20:32:23 2019,98.38589408566989,85.07548363719272,87.94471227789487,-3.5162876151238427,0.9306376037035994
Fri Apr 12 20:32:24 2019,115.33029221712317,131.91682132274252,60.939880748425225,1.5501317282709364,0.7712727362466367
Fri Apr 12 20:32:24 2019,102.5578515002941,29.590615017951222,92.6472824529777,-3.2274917276953223,0.5298934410582831
Fri Apr 12 20:32:25 2019,92.32864212489385,116.55534647978374,62.13245349682083,-0.5543564898247473,0.47538553065121353
Fri Apr 12 20:32:25 2019,82.76818223317872,129.00684454291715,55.53414589859103,-3.471692433818908,0.7333037594858877
Fri Apr 12 20:32:26 2019,109.48684700469444,95.68981521968178,32.337851330532516,-2.6100040128498163,0.28999878628020015
Fri Apr 12 20:32:26 2019,81.01376176672902,95.3646550600842,88.20999959236958,0.0467400618160978,0.7898688465685563
Fri Apr 12 20:32:27 2019,96.81043518629464,10.443780275857161,62.13950819802974,-0.9096796823355895,1.165743563555478
Fri Apr 12 20:32:27 2019,110.16928170684415,37.24170063837946,107.32767578361606,-3.96047547190953,0.4401752019937469
Fri Apr 12 20:32:28 2019,118.08961600434777,97.9952156483665,31.134337683772486,-0.20462809010556615,1.0884120354075986
Fri Apr 12 20:32:28 2019,106.72407027367112,16.96559554422,112.73301041627889,0.909339123016772,0.8448774684101054
Fri Apr 12 20:32:29 2019,99.99437445299615,95.9015026066659,49.98942354653421,-2.7371540044203,1.1240021933316169
Fri Apr 12 20:32:29 2019,106.6815348510609,21.021160192850907,48.89646126025636,3.0592704710947665,0.60379707256405
Fri Apr 12 20:32:30 2019,83.64558926730109,84.24798447372439,21.272266626859142,2.425353987136651,0.508506040647637
Fri Apr 12 20:32:30 2019,91.95423680059606,85.50131945888,97.36778196961424,-2.722166161937974,0.21431144602990826
Fri Apr 12 20:32:31 2019,117.77386429912488,114.16272034935565,95.28684007552857,-0.16407411910507985,0.11136240964159665
Fri Apr 12 20:32:31 2019,95.32015009996752,2.2877779155358824,20.883077554952127,1.846003616276545,0.5028289316915227
Fri Apr 12 20:32:32 2019,81.30756625033194,101.92809861245503,76.72449140270624,-2.412690715321401,0.01086869225973146
Fri Apr 12 20:32:32 2019,94.58113918158578,94.94796479286238,101.6116090724473,1.1869146260323014,0.5414324294773748
